National Database Number,Field Number,Common Name,State,County,City,Locality Detail,Latitude,Latitude Units,Longitude,Longitude Units,Findings of Human Interaction,Boat Collision,Shot,Fishery Interaction,Fishery Type,Other Human Interaction,Other Human Int Description,Other Human Int Type,How Determined: External Exam,How Determined: Internal Exam,How Determined: Necropsy,How Determined: Other,How Determined: Describe,Gear Collection,Other Findings upon Level Y/N,Other Findings - Illness Flag,Other Findings - Injury,Other Findings - Pregnant,Other Findings - Other,Other Findings - Descibe,Other Findings Type,Other Findings - Descibe,Observation Date,How Observed,Observation Status,Not Able to Examine,Date of Examination,Condition at Examination,Left at Site,Immediate Release at Site,Relocated,Disentangled,Euthanized at Site,Died at Site,Transferred to Rehabilitation,Date of Initial Disposition,Rehab Facility Name,Died During Transport,Euthanized During Transport,Other,Other Describe,Sick,Injured,Out of Habitat,Deemed Healthy/Releasable,Abandoned/Orphaned,Inaccesible,Location Hazardous to Animal,Location Hazardous Public,Unknown/CBD ,Condition Other,Condition Other Description,Entangled,Condition Comments,Sex,Age Class,Length,Length Units,Length actual/estimate,Weight,Weight Units,Weight actual/estimate,Photos/Videos Taken,Carcass Left at Site,Carcass Buried,Carcass Rendered,Carcass Towed,Carcass Towed Lattitude,Carcass Towed Longitude,Carcass Sunk,Carcass Sunk Lattitude,Carcass Sunk Longitude,Carcass Frozen for Later Exam,Carcass Landfill,Carcass Unknown,Carcass Other,Carcass Other Description,Necropsied,Necropsy Limited,Date of Necropsy,Additional Remarks,
NW-2007-1067309,CRC-786,"Whale, gray",WA,Thurston,Olympia,Johnson Point,47.1701,decimal degrees,-122.8125,decimal degrees,N,N,N,N,,N,,,,,,,,,,N,N,,N,,,,4/29/07,Beach or Land,Fresh Dead,N,4/29/07,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,SUBADULT,870,cm,actual,5000,kg,actual,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,,5/1/07,"John went out to examine on 29 Apr. Whale completely underwater. JAC, JLH, Jeremy went out 4/30 at low tide to get measurements and prepare whale for tow. Towed by CRC and Seattle Shellfish to McNeil Island on evening of 4/30/07 for necropsy.",
NW-2007-1067315,CRC-789,"Whale, killer",WA,Grays Harbor,,"1.4 miles S of Bonge Ave, near Twin Harbors SP",46.848,decimal degrees,-124.111,decimal degrees,Y,N,N,N,,Y,,,,,,,"Dorsal surface has clean cuts around dorsal fin, the entire dorsal appears to have been cut off the rest of the body. No signs of entanglement.",,Y,,Y,,,,,"4 rake marks on dorsal fin. 2.5cm between rakes, ~44cm long. L side. Dorsal surface detached from rest of body--length 1.44m of dorsal present with fin intact. Rest of body not found. Some bird scavenging below dorsal fin. Rake marks appear fresh.",5/22/07,Beach or Land,Fresh Dead,N,5/22/07,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,ADULT,,,,0,,,Y,N,N,N,N,,,N,,,N,N,N,N,,N,,,Dorsal fin reported near Twin Harbors State Park at 0830 on 5/22. Rangers collected and transferred to CRC at the park. CRC transferred to Brad Hanson on afternoon of 5/22/07 for further examination.,
NW-2007-1070393,CRC-792,"Whale, gray",WA,Jefferson,Kalaloch,"Kalaloch Beach #1, just N of access",47.5797,decimal degrees,-124.3653,decimal degrees,CBD,N,N,N,,N,,,,,,,,,,,,,,,,,6/1/07,Beach or Land,Advanced Decomposition,N,6/2/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,SUBADULT,858,cm,Actual,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,,6/2/07,"Beached on 6/1/2007, no photos taken at initial observation. Likely same whale as was reported floating off La Push on 29 May.",
NW-2007-1070381,CRC-793,"Whale, gray",WA,Grays Harbor,Westport,970 Cohasset Dunes Lane,46.869,decimal degrees,-124.121,decimal degrees,CBD,N,N,N,,N,,,,,,,,,,,,,,,,,6/19/07,Beach or Land,Alive,Y,6/19/07,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,,,,,,0,,,N,N,N,N,N,,,N,,,N,N,N,N,,N,,,"Described as 20-30 foot long, dark w/light splotches, no df. Thrashing and rolling in surf approx 20-30 feet from shore. Animal was no longer there by the time we arrived. Searched beach N and S, found nothing.",
NW-2007-1070385,CRC-795,"Whale, gray",WA,Grays Harbor,Copalis,Just south of Copalis Rocks,47.144,decimal degrees,-124.1894,decimal degrees,CBD,N,N,N,,N,,,,,,,,,,,,,,,,,6/25/07,Beach or Land,Advanced Decomposition,N,6/28/07,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,894,cm,Actual,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,,6/28/07,reported rolling in surf on 25 Jun 07. Confirmed landed on 27 Jun 07 by Beacon Pest Control.,
NW-2008-1078001,CRC-836,"Whale, sperm",WA,Pacific,North Cove,"Washaway Beach, south end",46.735,decimal degrees,-124.0729,decimal degrees,Y,N,N,Y,,N,,,Y,Y,Y,,"3 parallel grooves extend at insertion of L fluke interior and across caudal peduncle. Spacing about 5 cm apart, appear to be entanglement scars.",,Y,,Y,,,,,"all skin gone. Lower jaw/teeth present. Lying on right side. L Eye gone. No external signs of trauma. Tongue appears to be gone (scavenging?). Fold of skin ~10cm long, ~1cm deep, dorsal midline even with the eye. Cookie cutter marks--numerous circular ran",3/14/08,Beach or Land,Moderate Decomposition,N,3/14/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,ADULT,1131,cm,Actual,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,3/15/08,"Reported to JLH while going to pick up harbor porpoise in westport. Took photos only, arranged necropsy for next day.",
NW-2008-1078007,CRC-840,"Whale, gray",WA,Jefferson,,Ruby Beach WA,47.6992,decimal degrees,-124.4136,decimal degrees,CBD,N,N,N,,N,,,Y,Y,Y,,No external signs of human Interaction,,,,N,,,,,,4/26/08,Beach or Land,Moderate Decomposition,N,4/27/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,901,,,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,4/27/08,Whale laying on Stomach,
NW-2008-1078015,CRC-844,"Whale, gray",WA,Jefferson County,,"Copalis Beach, Conner Creek area",47.1164,decimal degrees,-124.1846,decimal degrees,Y,N,N,N,,N,,,Y,Y,Y,,Cut was made in blubber after whale was dead (by a random person).,,,,N,,,,,,5/3/08,Beach or Land,Alive,N,5/3/08,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,SUBADULT,796,cm,Actual,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,5/5/08,"Live stranded on eveing of the 3rd. Ed went out to photograph and assess situation. Tide about to come back in and daylight hours limited, decided to wait to seeif it could free itself. Died overnight and washed in 1/2mi S. of where it originally stranded",
NW-2008-1081197,CRC-847,"Whale, humpback",WA,Clallam,,"Canonball Island, Cape Alava",48.1706,decimal degrees,-124.7356,decimal degrees,Y,Y,N,N,,N,,,Y,Y,Y,,"Good blubber/body condition, not emaciated. L upper jaw broken in several places, cut @ gape on L side. L eye bulging. Stomach full of partially digested krill--likely hit while alive, shortly after feeding.",,Y,,Y,,,,,"Carcass on dorsal side, deflated, penis extruded. Skin mostly gone, bones on rostrum exposed. Tongue gone. No skin on ventral surface of fluke, fluke edge tattered. L upper jaw broken in several places, cut @ gape on L side, unable to determine how far cu",6/10/08,Beach or Land,Moderate Decomposition,N,6/12/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,SUBADULT,1005,cm,Estimated,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,6/12/08,"Probably same animal seen floating off of BC on 28 and 30 May (DFO#3273). There was also a report of a boat collision with a humbpack in the fog off Ucluelet, BC on 19 May, but there were no photos and no follow-up reports--could possibly be this animal a",
NW-2008-1081203,CRC-851,"Whale, humpback",WA,Clallam,Sekiu,off Chito Beach,48.305656,decimal degrees,-124.428894,decimal degrees,Y,N,N,Y,,N,,,N,N,N,,"Multiple crab lines wrapped around insertion of left pec fin and possibly to mouth, 3 buoys attached to lines, close to body. Entanglement scars across head, right side and near dorsal fin.",,Y,,Y,,,,,"Entangled--attempted to disentangle, see general response comments",7/5/08,,Alive,N,7/5/08,Alive,N,N,N,N,N,N,N,,,N,N,Y,,N,N,N,,N,N,N,N,N,Y,"Entangled--attempted to disentangle, see general response comments",,"attempted to disentangle, unsuccessful.",UNKNOWN,SUBADULT,30,ft,Estimated,,,,Y,N,N,N,N,,,N,,,N,N,N,N,,N,,,"Efforts to save an entangled young humpback whale were started on 5 July 2008 off Sekiu, Washington. The whale was reported earlier in the day and a response by Makah Fisheries and Cascadia Research in collaboration with NOAA were initiated. The animal wa",
NW-2008-1080561,2008-SJ035,"Whale, killer",WA,San Juan,Henry Island,Open Bay public beach,48.596,decimal degrees,-123.184,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,7/26/08,Beach or Land,Fresh Dead,N,8/2/08,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,152.4,cm,estimate,,,,Y,N,N,N,N,,,N,,,Y,N,N,N,,Y,limited,8/27/08,"This carcass washed ashore fresh but unfortunately the SJCMMSN did not receive the information until almost a week later. By the time we recovered the carcass, it was in a state of advanced decomposition. The carcass was taken down to NOAA Fisheries in Seattle where a necropsy was performed on 8/27/08.",
NW-2008-1081271,CRC-890,"Whale, humpback",WA,Clallam,,"Cape Alava, just N of Canonball Island",48.1766,decimal degrees,-124.7202,decimal degrees,Y,Y,N,N,,N,,,Y,Y,Y,,"clean cut across throat from gape to gape, possibly extending across top of head. Jaw broken in several places. Likely propeller, unable to determine if injuries were pre- or post-mortem.",,Y,,Y,,,,,"Laying on back, tipped slightly to right. Some skin remaing on fluke, mostly white with some dark spots. Carcass deflated, most skin missing, tongue gone, eyes gone. Clean cut across throat from gape to gape, possibly extending across top of head. Jaw bro",8/14/08,Beach or Land,Moderate Decomposition,N,8/14/08,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,SUBADULT,1070,cm,Estimated,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,8/14/08,Reported as fresh dead but rangers unable to send photos to confirm. Clearly not fresh. Possibly same as floating whale reported by the coast guard on 8 August.,
NW-2008-1081497,MKH-Mn-08-1,"Whale, humpback",WA,Clallam,Neah Bay,East side of tow.,48.370614,decimal degrees,-124.598191,decimal degrees,N,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,8/21/08,,Alive,Y,8/21/08,Alive,Y,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,SUBADULT,0,cm,estimate,,,,Y,N,N,N,N,,,N,,,N,N,N,N,,N,,,More information on Level A.,
NW-2009-1098651,MKH-Er-09-1,"Whale, gray",WA,Clallam,Neah Bay,Wqatch point,48.346242,decimal degrees,-124.696342,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,N,N,,,,4/2/09,Beach or Land,Moderate Decomposition,N,,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,882,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,limited,4/2/09,"Skin was sloughed off. Blood appears to have pooled on the dorsal, left side of head. Also sighns of blood pooling in flippers. No known visible cause of death",
NW-2009-1090881,PSU09-04-04-Er,"Whale, gray",WA,Pacific,Ilwaco,"Jetty A, Coast Guard station at Fort Canby",46.27662,decimal degrees,-124.04382,decimal degrees,Y,Y,N,N,,N,,,Y,Y,Y,N,,N,Y,N,Y,,N,broken bones in skull; extensive hemorrhage head and thorax,,,4/4/09,Beach or Land,Moderate Decomposition,N,4/5/09,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,SUBADULT,915,cm,actual,0,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,Y,,Y,,4/7/09,necropsied with Cascadia Research 4/7; continued as weather/tide condtions improved 4/11,
NW-2009-1101865,09Er27AprWI-01,"Whale, gray",WA,Island,Whidbey,NASWI sea plane base. Carcass floating in Saratoga Passage towed to this isolated site,48.28059,decimal degrees,-122.5587,decimal degrees,Y,Y,N,N,,N,,,N,N,Y,N,,N,N,N,N,N,N,,,,4/27/09,Floating,Fresh Dead,N,4/27/09,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,ADULT,1275,cm,actual,30000,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,complete,4/29/09,"Level A: animal was first observed on Apr 27, 2009 floating in Saratoga Passage. An attempt was made to tow the carcass to the sea plane base.It failed. A blubber sample was obtained. A larger boat managed to tow the carcass to Polnell Point, NASWI, sea plane base. Necropsy: performed by the additional identifiers above on April 29, 2009. Blubber: dorsal 9.3 cm, lateral 9.1 cm, ventral 9.0 cm. Fluke width 319 cm. Whale measured 41 feet in length. Fair body condition. Moderate decomp. Large amount of blood in body cavity, bruising in some areas of the blubber layer and in some internal organs.Stomach full of recently ingested prey (ghost shrimp). Findings suggestive of blunt force trauma, likely caused by collision with a large ship. Histological testing: Dr. Stephen Raverty. Post mortem decomp and artifactual sloughing of the mucosa from multiple viscera hindered microscopic assessment of the tissues and precluded precise determination of possible antemortem trauma or post mortem putrifaction. In gray whales it is not unusual to observe large quantities of serosanguinous acsites, however, without the presence of blood clots or fibrin deposition along serosal surfaces it is difficult to differentiate frank hemorrhage vs post mortem pooling of fluid within the abdomen. There were no significant lesions within the tissues.The levels of BUN, calcium and phosphorus appear within acceptable limits for a stranded cetacean. PCR of pooled tissues was negative for morbillivirus. No bacteria isolated. The carcass was left at site for cleaning by scavengers. Several weeks later the CPSMMSN collected as many bones as could be found, including the entire skull, mandible and baleen, vertebrae, ribs, scapulae for educational/scientific purposes. Bones collected for educational/scientific use: skull left and right mandibles scapulae 13 ribs right side 12 ribs left side sternum atlas axis 7 cervical vertebrae 27 other vertebrae hyoid arch (3 bones) hip bones (2)",
NW-2009-1151263,CRC-924,"Whale, gray",WA,Whatcom,Birch Bay,"Birch Bay, near Cherry Point",48.8561,decimal degrees,-122.7301,decimal degrees,CBD,N,N,N,,Y,,,Y,Y,Y,,"mild bruising in blubber in various areas, suspect trauma of some kind but not sure of etiology.",,,,N,,,,,,4/27/09,Floating,Fresh Dead,N,4/27/09,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,826,cm,actual,,,,N,N,N,N,Y,,,N,,,N,N,N,N,towed to a temporary location to be picked up by FHL later,Y,limited,4/28/09,WCMMSN responded and helped to tow the animal to a suitable necropsy location. Necropsy led by CRC the following day.,
NW-2009-1151143,CRC-928,"Whale, gray",WA,Grays Harbor,Copalis,"off Heath Ave, south of Connor Creek",47.1131,decimal degrees,-124.185,decimal degrees,CBD,N,N,N,,N,,,Y,Y,Y,,,,,,N,,,,,,6/24/09,Beach or Land,Moderate Decomposition,N,6/24/09,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1311,cm,actual,,,,Y,N,Y,N,N,,,N,,,N,N,N,N,will be buried by ocean city state park on 26 jun 09,Y,limited,6/26/09,"3rd hand report to NOAA fisheries, JLH went out to verify report. Took photos, necropsy arranged for next day at 1000.",
NW-2009-1098669,MKH-Er-09-2,"Whale, gray",WA,Clallam,Neah Bay,Off shore jetty/ mid jetty,48.3801,decimal degrees,-124.609178,decimal degrees,Y,N,N,Y,,N,,,N,N,N,N,,Y,CBD,N,N,N,N,,,,6/24/09,,Alive,N,,Alive,N,N,N,Y,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,Y,Entangled,,,UNKNOWN,UNKNOWN,240,in,estimate,,,,N,N,N,N,N,,,N,,,N,N,N,N,,N,,,Additional remarks attached to Level-A hard copy at NMML,
NW-2009-1105441,PSU09-06-24-Er,"Whale, gray",WA,Pacific,Ilwaco,"Cape Disappointment State Park, near Benson Beach campground",46.29595,decimal degrees,-124.07573,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,N,N,N,,N,,,,6/24/09,Beach or Land,Advanced Decomposition,N,6/27/09,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,YEARLING,884,cm,actual,0,lb,estimate,Y,N,Y,N,N,,,N,,,N,N,N,Y,,Y,Limited,6/27/09,,
NW-2009-1104433,WDFW2009-066,"Whale, fin",WA,Pierce,Tacoma,"Port of Tacoma/Blair Waterway, WA",47.2046,decimal degrees,-122.642,decimal degrees,Y,Y,N,N,,N,,,Y,Y,Y,N,"#9, #8 left rib broken from posterior, multiple bone fragments and front blood and hemorrhage on wall of rib cage. Due to history and external and internal exam suspect ship strike.",N,N,N,N,N,N,,,,8/7/09,Floating,Fresh Dead,N,8/7/09,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,SUBADULT,1423,cm,actual,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,,8/8/09,"Was found floating in Blair Waterway on the morning of 07-August-2009. Port of Tacoma, WDFW, and CRC responded to assess situation. The fin whale was towed on Friday evening by DOC on McNeil Island. Good body condition and good post mortem condition allo",
NW-2010-1104745,10Er07JanWI-01,"Whale, gray",WA,Island,Whidbey Island,"Strait ofSan de fuca,off NASWI, near Norwester Club (west side of Whidbey Island)",48.205,decimal degrees,-122.41,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,CBD,N,N,N,N,,,,1/7/10,Floating,Moderate Decomposition,Y,1/7/10,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,768,cm,estimate,15000,lb,estimate,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"A gray whale carcass was reported floating off shore from NASWI. Approximately 10 feet of the carcass was observed above the surface,used as a resting place for gulls. Three hours later, the carcass was reported floating south past Rocky Point approximately 60 yards from the beach. Photos were taken. ""Knuckles"" can be seen in the photos. There also appeared to be some jagged lines or cuts on the side of the floating carcass. Possibly wounds? The carcass floated out of sight or sank, as there were no further sightings.",
NW-2010-1120640,CRC-1022,"Whale, Bryde's",WA,Kitsap,Vaughn,Dutcher Cove,47.3072,decimal degrees,-122.7911,decimal degrees,Y,Y,N,Y,,N,,,Y,Y,Y,,"evidence of old entanglement injury on L fluke, old prop scars on R side of back ahead of dorsal fin, both injuries healed over",,Y,,Y,,,,,"minor skin sloughing and abrasion on L side of head and R lower jaw, appears thin, minor abrasions likely related to stranding,3 parallel cuts on ventral L fluke (rake marks?), discoloration (purple-ish) at sides of base of genital slit, 5 parallel raised",1/16/10,Floating,Fresh Dead,N,1/18/10,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,SUBADULT,1185,cm,Actual,0,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,Complete,1/19/10,"seen floating under Harstene Island Bridge at 1130 on the 16th, landed on tip of Harstene by 1330 on the 17th and was photographed by Erin while partially submerged. Floated out and landed at Dutcher Cove at 1100 on the 18th, examined and secured by JLH",
NW-2010-1120643,CRC-1025,"Whale, gray",WA,Grays Harbor,Taholah,"Quinault, Raft River",47.4604,decimal degrees,-124.3408,decimal degrees,CBD,N,N,N,,N,,,Y,Y,Y,,,,,,,,,,,,2/4/10,Beach or Land,Moderate Decomposition,N,2/9/10,Moderate Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,PUP/CALF,430,cm,Estimated,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,Limited,2/9/10,,
NW-2010-1120644,CRC-1026,"Whale, fin",WA,Grays Harbor,Taholah,Point Grenville,47.3048,decimal degrees,-124.2633,decimal degrees,CBD,N,N,N,,N,,,Y,Y,Y,,,,,,,,,,,,2/9/10,Beach or Land,Advanced Decomposition,N,2/9/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,UNKNOWN,,,,0,,,N,Y,N,N,N,,,N,,,N,N,N,N,,Y,Limited,2/9/10,"unidentified cetacean-advanced decomposition. Probable humpback whale, waiting for genetic confirmation",
NW-2010-1120653,CRC-1034,"Whale, gray",WA,Mason,Shelton,,47.2594,decimal degrees,-123.0101,decimal degrees,N,N,N,N,,N,,,Y,Y,Y,,,,Y,,Y,,,,,"Animal laying on ventral side. severe emaciation-""peanut head"", vertebrae visible, abrasions on ventral (that is partially visible) from rubbing on creek, killer whale rake marks on pecs, fluke, and peduncle all nonlethal, partially submerged in creek, ma",4/4/10,Swimming,Alive,N,4/4/10,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,YEARLING,796,cm,Actual,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,Limited,4/5/10,"Live stranded, died approx 1410, external exam at 1600, complete necropsy conducted 5 April",
NW-2010-1109570,10Er11AprSK-01,"Whale, gray",WA,Skagit,Dewey,"Similk Bay, Dewey Beach near Deception Pass Rd, DPSP",48.249,decimal degrees,-122.376,decimal degrees,Y,N,N,Y,,N,,,Y,N,N,N,,N,Y,N,Y,N,N,"entanglement scars on tail stock, old injury",,,4/11/10,Floating,Fresh Dead,N,4/11/10,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,FEMALE,ADULT,1224,cm,actual,30000,lb,estimate,Y,N,N,N,Y,48.169,122.33,N,,,N,N,N,N,,Y,complete,4/13/10,"Responders found the carcass floating in 3' of water at low tide. The skin was mostly dark. There was a distinct notch in the left tail fluke (found later to be an entanglement scar). Light patches on the pectoral fin. Flukes slightly lighter in color. Adult female estimated in the water to be 35' long. Right pectoral fin measured 8'long by 2' 8"" wide. From tip of rostrom to corner of mouth measured at 7'6"". Fluke width tip to tip was 9'6"". The skin was sunburned and sloughing off in sheets. There were several barnacles along the dorsal surface, on and under pec fins and on rostrom. Estimated 10% coverage. There was bleeding noted from barnacle wounds under the right pec fin. Several bird pecks were noted. Responders reported possible vessel prop strike on dorsal surface from behind skull and continuing back for about 6'. Cuts 1/4"" to 1"" deep. Fresh scars. At necropsy these scars were considered to be superficial. Blood was oozing from the blowhole. The eye was starting to bubble from the sun. There was a slight odor, but no bloating noted yet. The animal appeared to be underweight. There were signs of human interaction-entanglement scars on tailstock indicating an old injury unrelated to the stranding. A full necropsy was performed on 4/13 by Cascadia Research Collective, Central Puget Sound Marine Mammal Stranding Network and Dr.Michael Etnier, UW. COD undetermined at this time.",
NW-2010-1120650,CRC-1035,"Whale, gray",WA,King,Seattle,near Fontleroy,47.522805,decimal degrees,-122.39428,decimal degrees,Y,Y,N,N,,N,,,Y,Y,Y,,probable prop marks on left side of head near blowhole-healing,,Y,,Y,,,,,"rake marks on dorsal knuckle and fluke tips (old), heavy amount of whale lice in fluke notch, old scratches (probably from feeding), umbilicus swollen, carcass bloated, possible prop marks on head-left side near blowhole (beginning to heal), superficial s",4/14/10,Swimming,Alive,N,4/14/10,Fresh Dead,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,MALE,ADULT,1132,cm,Actual,0,,,Y,N,N,N,Y,,,N,,,N,N,N,N,,Y,Limited,4/18/10,"live stranded on evening of April 14, 2010, died shortly thereafter. towed to McNeil Islad on April 17 for necropsy (47.12.28/122.38.51)",
NW-2010-1120632,CRC-1039,"Whale, gray",WA,Grays Harbor,Ocean Shores,between ocean lake way and pacific,46.989,decimal degrees,-124.1728,decimal degrees,CBD,N,N,N,,N,,,Y,Y,Y,,,,,,,,,,,,5/21/10,Beach or Land,Advanced Decomposition,N,5/21/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,UNKNOWN,YEARLING,880,cm,Actual,0,,,Y,N,Y,N,N,,,N,,,N,N,N,N,,Y,Limited,5/21/10,Ed reported at 1400. City ready to bury right away before the weekend.,
NW-2010-1126529,CRC-1050,"Whale, killer",WA,Clallam,Ozette,~1/2 mile south of Duk Point,48.2025,decimal degrees,-124.6948,decimal degrees,CBD,N,N,N,,N,,,Y,Y,Y,,,,,,N,,,,,,6/17/10,Beach or Land,Advanced Decomposition,N,6/19/10,Advanced Decomposition,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,,N,N,N,N,N,N,,,,FEMALE,ADULT,610,cm,Actual,0,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,Y,Limited,6/19/10,"first sighted 14-June, reported to OCNMS 15-June and reported to CRC/NOAA on 17 June.",
NW-2010-1128089,10-SN-014,"Whale, gray",WA,Snohomish,Everett,"Puget Sound, Harborview Park",47.959683,decimal degrees,-122.257803,decimal degrees,Y,N,N,N,,Y,network response,,N,N,N,Y,"pouring water on, zinc oxide applied",N,Y,Y,N,N,Y,emaciation,,,7/8/10,Beach or Land,Alive,N,7/8/10,Alive,Y,N,N,N,N,N,N,,,N,N,Y,network response,Y,N,Y,N,N,N,N,N,N,Y,emaciated,,,UNKNOWN,ADULT,2280,in,actual,40000,lb,estimate,Y,N,N,N,N,,,N,,,N,N,N,N,,N,,,"This gray whale stranded alive three days in a row - July 8th (Harborview Park), 9th (north of Mukilteo), and 10th (Tulalip Reservation). Network members responded each day and covered the animal with a sheet to protect from sun damage, poured water on the animal to try and keep it cool, and applied zinc oxide on exposed skin to prevent sun burn. Each day the animal swam away when it was covered by the tide. A skin sample was taken by Cascadia. More information attached to the Level A at the NOAA Offices in Seattle.",
NW-2010-1122656,2010-SJ102,"Whale, killer",WA,San Juan,San Juan Island,Hein Bank area,48.3717,decimal degrees,-122.99005,decimal degrees,CBD,N,N,N,,N,,,N,N,N,N,,N,,N,N,N,N,,,,9/10/10,Floating,Fresh Dead,Y,,,N,N,N,N,N,N,N,,,N,N,N,,N,N,N,N,N,N,N,N,N,N,,,,MALE,PUP/CALF,0,cm,estimate,,,,Y,Y,N,N,N,,,N,,,N,N,N,N,,N,,,"NOAA researchers came upon L-72 (Racer) pushing a dead calf around. They stayed in the vicinity for several hours, hoping to recover the carcass, but she did not give it up. They eventually left the scene around 18:00 hours.",
